 

stn;time;prestad0;tre005d0;rka150d0
DEM;20220405;962.6;8.6;0.0
DEM;20220406;957.3;10.9;0.5
DEM;20220407;952.1;9.6;4.0
DEM;20220408;950.5;9.9;6.0
DEM;20220409;963.0;3.8;3.2
DEM;20220410;968.8;5.4;0.0
DEM;20220411;964.0;7.6;0.0
DEM;20220412;961.5;12.1;0.0
DEM;20220413;964.7;13.9;0.0
DEM;20220414;968.5;14.3;0.0
DEM;20220415;971.6;14.3;0.0
DEM;20220416;973.3;10.3;0.0
DEM;20220417;970.1;8.7;0.0
DEM;20220418;964.5;8.1;0.0
DEM;20220419;960.5;8.9;0.0
DEM;20220420;958.8;8.9;0.0
DEM;20220421;955.1;8.9;0.0
DEM;20220422;950.0;9.2;0.0
DEM;20220423;948.9;9.6;5.5
DEM;20220424;952.1;8.2;18.9
DEM;20220425;959.6;9.5;15.3
DEM;20220426;965.0;9.4;9.4
DEM;20220427;969.5;9.9;0.0
DEM;20220428;973.0;10.4;0.0
DEM;20220429;972.6;11.6;0.0
DEM;20220430;970.4;11.0;6.8
DEM;20220501;968.2;11.0;0.0
DEM;20220502;964.3;11.0;0.0
DEM;20220503;963.9;11.7;0.2
DEM;20220504;966.0;12.4;0.2
DEM;20220505;969.5;10.9;8.1
DEM;20220506;971.3;10.7;4.7
DEM;20220507;970.2;13.9;1.7
DEM;20220508;970.5;12.8;0.0
DEM;20220509;971.7;16.5;0.0
DEM;20220510;970.0;16.9;0.0
DEM;20220511;966.4;18.1;0.0
DEM;20220512;968.9;18.7;1.3
DEM;20220513;970.6;15.3;1.3
DEM;20220514;969.3;17.2;0.0
DEM;20220515;966.1;18.5;0.0
DEM;20220516;968.8;18.5;0.0
DEM;20220517;969.5;18.7;0.0
DEM;20220518;969.8;19.6;0.0
DEM;20220519;970.8;20.2;3.3
DEM;20220520;969.6;23.7;8.4
DEM;20220521;970.5;19.7;3.9
DEM;20220522;962.7;18.7;0.0
DEM;20220523;955.9;18.5;7.8
DEM;20220524;960.0;14.6;0.0
DEM;20220525;967.3;16.0;0.0
DEM;20220526;973.3;15.4;0.0
DEM;20220527;972.3;16.4;0.0
DEM;20220528;967.2;14.2;0.0
DEM;20220529;960.5;12.5;0.0
DEM;20220530;959.7;13.6;0.0
DEM;20220531;962.4;14.4;0.0
DEM;20220601;965.5;14.0;0.0
DEM;20220602;966.5;18.0;0.0
DEM;20220603;965.1;18.4;0.3
DEM;20220604;966.1;21.5;-
DEM;20220605;965.9;18.5;-
DEM;20220606;967.3;18.3;0.0
DEM;20220607;965.9;15.9;4.4
DEM;20220608;961.5;14.2;0.5
DEM;20220609;967.4;13.7;2.1
DEM;20220610;972.3;16.3;0.0
DEM;20220611;972.3;18.9;0.0
DEM;20220612;970.2;21.7;0.0
DEM;20220613;970.2;19.6;0.0
DEM;20220614;968.0;18.8;0.1
DEM;20220615;966.2;23.1;0.0
DEM;20220616;969.0;23.4;0.0
DEM;20220617;972.4;21.9;0.0
DEM;20220618;967.4;24.3;0.0
DEM;20220619;960.3;26.6;0.0
DEM;20220620;962.4;25.0;0.0
DEM;20220621;961.2;23.9;0.0
DEM;20220622;961.5;19.3;-
DEM;20220623;961.8;21.5;-
DEM;20220624;961.7;16.4;-
DEM;20220625;962.8;20.8;3.2
DEM;20220626;963.3;21.4;3.2
DEM;20220627;967.7;17.6;0.3
DEM;20220628;967.6;17.1;0.2
DEM;20220629;963.6;20.9;0.0
DEM;20220630;962.4;19.6;16.0
DEM;20220701;969.3;15.2;3.3
DEM;20220702;969.4;19.0;0.0
DEM;20220703;968.3;22.3;0.1
DEM;20220704;968.5;21.3;5.7
DEM;20220705;970.3;20.6;0.0
DEM;20220706;972.2;18.6;0.0
DEM;20220707;973.4;17.7;0.0
DEM;20220708;976.9;19.0;0.0
DEM;20220709;974.2;18.8;0.0
DEM;20220710;971.8;18.0;0.0
DEM;20220711;970.5;19.2;0.0
DEM;20220712;972.0;20.9;0.0
DEM;20220713;971.1;23.1;0.0
DEM;20220714;967.9;26.3;0.0
DEM;20220715;968.5;22.4;0.0
DEM;20220716;970.7;20.4;0.0
DEM;20220717;972.5;21.5;0.0
DEM;20220718;971.2;23.9;0.0
DEM;20220719;966.9;25.3;0.0
DEM;20220720;968.0;23.5;30.6
DEM;20220721;970.3;23.3;0.1
DEM;20220722;967.0;24.1;7.6
DEM;20220723;967.9;23.0;2.6
DEM;20220724;967.3;24.1;0.0
DEM;20220725;963.6;24.8;0.0
DEM;20220726;966.3;21.1;0.6
DEM;20220727;965.0;20.9;0.0
DEM;20220728;963.1;21.1;0.0
DEM;20220729;966.0;18.6;0.4
DEM;20220730;968.9;20.0;0.0
DEM;20220731;968.2;21.7;0.0
DEM;20220801;967.3;22.1;0.1
DEM;20220802;967.2;22.7;0.0
DEM;20220803;965.1;24.6;0.0
DEM;20220804;963.9;26.1;0.0
DEM;20220805;965.8;25.4;1.1
DEM;20220806;971.2;17.6;0.0
DEM;20220807;968.8;18.2;0.0
DEM;20220808;969.5;20.5;0.0
DEM;20220809;970.5;20.8;0.0
DEM;20220810;969.3;20.7;0.0
DEM;20220811;967.1;21.4;0.0
DEM;20220812;964.7;21.1;0.0
DEM;20220813;963.1;20.1;0.0
DEM;20220814;959.1;18.7;2.9
DEM;20220815;958.8;18.8;1.0
DEM;20220816;959.6;21.7;0.2
DEM;20220817;961.8;19.5;30.8
DEM;20220818;962.4;18.2;7.4
DEM;20220819;965.3;17.4;12.6
DEM;20220820;967.6;19.6;20.1
DEM;20220821;965.7;19.4;0.0
DEM;20220822;964.0;19.7;0.0
DEM;20220823;966.1;19.1;0.0
DEM;20220824;966.5;18.8;0.0
DEM;20220825;964.3;20.7;0.0
DEM;20220826;964.0;19.9;0.4
DEM;20220827;963.8;18.9;0.0
DEM;20220828;965.4;19.3;0.0
DEM;20220829;966.9;19.5;0.0
DEM;20220830;966.9;18.4;3.3
DEM;20220831;967.6;17.9;0.0
DEM;20220901;965.8;16.3;0.0
DEM;20220902;963.1;15.2;8.2
DEM;20220903;963.6;17.0;5.9
DEM;20220904;968.4;19.0;0.0
DEM;20220905;969.0;18.0;1.0
DEM;20220906;967.1;16.3;7.7
DEM;20220907;964.0;18.6;18.0
DEM;20220908;962.8;16.6;7.8
DEM;20220909;964.5;15.3;1.0
DEM;20220910;967.0;14.7;0.2
DEM;20220911;968.0;16.1;0.0
DEM;20220912;964.4;15.0;0.0
DEM;20220913;960.4;18.1;0.0
DEM;20220914;957.6;19.0;3.9
DEM;20220915;959.5;15.9;13.0
DEM;20220916;961.8;12.9;0.0
DEM;20220917;966.7;10.4;0.1
DEM;20220918;968.2;10.3;0.0
DEM;20220919;969.6;10.3;0.0
DEM;20220920;971.4;7.9;0.0
DEM;20220921;971.3;7.3;0.0
DEM;20220922;969.3;8.6;0.0
DEM;20220923;965.9;11.4;0.9
DEM;20220924;962.5;12.6;16.3
DEM;20220925;961.9;12.0;0.0
DEM;20220926;957.1;11.7;1.1
DEM;20220927;953.7;9.0;6.3
DEM;20220928;949.8;9.4;18.0
DEM;20220929;952.2;9.6;6.6
DEM;20220930;960.6;8.9;0.2
DEM;20221001;965.8;10.1;12.1
DEM;20221002;971.3;14.5;3.0
DEM;20221003;973.7;11.0;1.8
DEM;20221004;971.3;11.5;0.0
DEM;20221005;972.2;12.5;0.2
DEM;20221006;977.9;10.8;0.0
DEM;20221007;972.4;13.3;0.0
DEM;20221008;970.9;11.4;0.0
DEM;20221009;968.5;10.9;0.0
DEM;20221010;968.0;14.6;0.5
DEM;20221011;971.2;13.6;0.0
DEM;20221012;971.0;14.5;0.0
DEM;20221013;969.5;12.9;0.9
DEM;20221014;964.8;13.8;8.5
DEM;20221015;962.9;14.5;0.0
DEM;20221016;967.3;14.2;0.0
DEM;20221017;973.7;12.9;0.0
DEM;20221018;975.5;13.8;0.0
DEM;20221019;970.7;12.8;0.0
DEM;20221020;965.0;13.7;0.0
DEM;20221021;962.6;14.6;13.7
DEM;20221022;965.9;13.1;1.0
DEM;20221023;963.2;15.3;0.2
DEM;20221024;965.2;12.7;16.0
DEM;20221025;967.7;12.1;0.2
DEM;20221026;969.8;12.8;0.6
DEM;20221027;973.6;12.3;0.0
DEM;20221028;973.1;13.4;0.0
DEM;20221029;972.0;10.3;0.0
DEM;20221030;970.2;9.2;0.0
DEM;20221031;967.9;10.0;0.2
DEM;20221101;969.9;10.3;1.1
DEM;20221102;972.7;7.7;0.4
DEM;20221103;961.6;8.8;3.4
DEM;20221104;958.5;7.1;0.7
DEM;20221105;968.3;5.4;2.7
DEM;20221106;965.3;4.6;0.1
DEM;20221107;966.6;7.3;0.0
DEM;20221108;963.0;7.0;0.0
DEM;20221109;965.2;11.2;14.8
DEM;20221110;975.8;7.8;0.9
DEM;20221111;980.7;5.7;0.0
DEM;20221112;978.5;5.2;0.0
DEM;20221113;969.2;5.4;0.1
DEM;20221114;963.5;7.7;0.0
DEM;20221115;958.1;9.2;4.6
DEM;20221116;952.5;8.2;1.1
DEM;20221117;947.7;10.5;11.7
DEM;20221118;954.9;6.6;7.1
DEM;20221119;960.1;5.4;0.2
DEM;20221120;962.3;4.9;0.9
DEM;20221121;953.2;5.9;1.8
DEM;20221122;950.7;4.8;0.9
DEM;20221123;954.1;3.9;3.8
DEM;20221124;964.0;4.5;0.3
DEM;20221125;969.0;4.0;1.0
DEM;20221126;977.9;3.6;0.0
DEM;20221127;970.8;2.2;0.0
DEM;20221128;962.7;4.4;0.3
DEM;20221129;965.2;6.1;1.5
DEM;20221130;967.5;5.0;0.3
DEM;20221201;968.7;2.7;0.0
DEM;20221202;965.5;2.9;0.0
DEM;20221203;962.0;1.9;0.0
DEM;20221204;960.4;2.0;1.9
DEM;20221205;966.7;1.2;0.0
DEM;20221206;966.3;1.0;0.0
DEM;20221207;964.6;0.2;0.0
DEM;20221208;957.6;-1.3;0.0
DEM;20221209;951.0;-0.3;7.5
DEM;20221210;956.0;-1.1;3.1
DEM;20221211;958.2;-6.5;0.0
DEM;20221212;958.4;-8.5;0.0
DEM;20221213;953.6;-6.2;0.9
DEM;20221214;948.9;-0.5;6.3
DEM;20221215;951.3;0.2;3.7
DEM;20221216;959.4;-2.3;1.7
DEM;20221217;970.9;-5.9;0.0
DEM;20221218;974.9;-4.7;0.0
DEM;20221219;973.0;-1.7;0.0
DEM;20221220;967.6;1.0;0.2
DEM;20221221;964.8;6.7;0.8
DEM;20221222;962.1;10.3;1.1
DEM;20221223;960.7;11.3;5.2
DEM;20221224;966.7;8.0;1.6
DEM;20221225;966.0;5.4;0.1
DEM;20221226;970.2;6.2;10.1
DEM;20221227;976.6;4.3;0.7
DEM;20221228;968.8;5.2;0.0
DEM;20221229;963.4;10.0;3.9
DEM;20221230;964.4;7.3;0.7
DEM;20221231;967.7;14.6;0.0
DEM;20230101;969.2;15.8;0.0
DEM;20230102;970.9;11.4;3.1
DEM;20230103;978.2;5.4;0.2
DEM;20230104;977.4;6.0;0.1
DEM;20230105;974.2;8.4;0.0
DEM;20230106;972.2;6.6;0.0
DEM;20230107;965.0;4.3;0.0
DEM;20230108;955.6;6.4;6.3
DEM;20230109;957.6;4.1;10.8
DEM;20230110;970.8;5.0;0.1
DEM;20230111;968.6;7.0;0.8
DEM;20230112;969.5;7.5;0.0
DEM;20230113;967.5;6.6;2.5
DEM;20230114;965.1;6.2;0.1
DEM;20230115;959.0;4.1;4.5
DEM;20230116;942.8;2.6;1.9
DEM;20230117;936.4;-1.2;4.4
DEM;20230118;946.2;-1.6;1.0
DEM;20230119;957.3;-7.2;0.0
DEM;20230120;964.9;-6.9;0.0
DEM;20230121;969.9;-6.7;0.0
DEM;20230122;972.7;-1.7;0.4
DEM;20230123;974.1;-0.6;0.0
DEM;20230124;977.8;1.3;0.0
DEM;20230125;974.9;1.1;0.0
DEM;20230126;967.5;-0.8;0.0
DEM;20230127;967.1;-1.6;0.0
DEM;20230128;971.2;-0.6;0.0
DEM;20230129;974.5;-1.8;0.0
DEM;20230130;974.3;-1.1;0.3
DEM;20230131;976.3;1.7;0.0
DEM;20230201;975.7;2.2;0.7
DEM;20230202;978.7;3.4;0.6
DEM;20230203;981.4;3.6;0.0
DEM;20230204;982.4;4.2;0.2
DEM;20230205;983.0;2.1;2.8
DEM;20230206;981.5;1.7;0.0
DEM;20230207;980.9;-1.5;0.0
DEM;20230208;980.0;-4.5;0.0
DEM;20230209;980.6;-4.3;0.0
DEM;20230210;985.2;-3.6;0.0
DEM;20230211;983.9;-2.4;0.0
DEM;20230212;982.9;-1.2;0.0
DEM;20230213;983.2;-0.5;0.0
DEM;20230214;980.9;-0.3;0.0
DEM;20230215;976.8;0.7;0.0
DEM;20230216;976.7;2.8;0.0
DEM;20230217;977.1;8.6;0.0
DEM;20230218;975.9;10.6;0.0
DEM;20230219;975.8;8.4;0.0
DEM;20230220;975.0;5.2;0.0
DEM;20230221;967.9;3.0;0.0
DEM;20230222;963.5;4.6;2.0
DEM;20230223;961.9;8.0;0.7
DEM;20230224;956.8;7.1;2.2
DEM;20230225;956.4;2.9;0.1
DEM;20230226;960.3;-0.7;0.0
DEM;20230227;966.2;-0.8;0.0
DEM;20230228;969.5;-0.4;0.0
DEM;20230301;966.8;0.4;0.0
DEM;20230302;965.2;1.6;0.0
DEM;20230303;968.3;1.5;0.0
DEM;20230304;969.5;3.8;0.0
DEM;20230305;963.4;0.8;0.0
DEM;20230306;956.7;0.3;0.0
DEM;20230307;953.3;2.8;0.0
DEM;20230308;948.6;7.4;2.9
DEM;20230309;951.6;11.2;1.9
DEM;20230310;950.3;6.7;9.0
DEM;20230311;958.6;2.6;4.8
DEM;20230312;963.5;6.3;1.6
DEM;20230313;955.7;13.9;7.2
DEM;20230314;955.1;6.5;3.2
DEM;20230315;967.1;3.0;0.0
DEM;20230316;964.9;3.7;0.0
DEM;20230317;961.0;6.5;0.0
DEM;20230318;962.5;8.7;0.0
DEM;20230319;965.9;7.7;2.6
DEM;20230320;969.4;8.1;0.0
DEM;20230321;966.0;8.1;0.0
DEM;20230322;962.7;9.9;0.0
DEM;20230323;960.2;13.5;0.0
DEM;20230324;960.1;10.0;6.0
DEM;20230325;963.4;8.3;5.0
DEM;20230326;956.8;7.5;8.2
DEM;20230327;968.0;4.2;2.5
DEM;20230328;972.7;6.1;0.0
DEM;20230329;967.3;12.4;0.1
DEM;20230330;963.4;13.7;1.9
DEM;20230331;956.1;10.3;5.7
DEM;20230401;957.3;7.1;5.5
DEM;20230402;964.3;7.6;3.2
DEM;20230403;970.0;3.9;0.8
DEM;20230404;969.0;3.0;0.0
DEM;20230405;968.0;2.3;0.0
DEM;20230406;967.3;5.5;0.0
DEM;20230407;966.0;4.1;10.0
DEM;20230408;969.7;7.8;0.0
DEM;20230409;970.1;6.6;0.0
DEM;20230410;968.0;9.8;0.0
DEM;20230411;965.4;9.7;1.0
DEM;20230412;955.5;8.3;7.6
DEM;20230413;957.4;5.5;0.0
DEM;20230414;957.4;7.1;0.0
DEM;20230415;959.4;7.6;5.1
DEM;20230416;968.7;6.7;3.8
DEM;20230417;968.2;8.4;4.4
DEM;20230418;966.9;8.8;0.0
DEM;20230419;966.2;9.5;0.2
DEM;20230420;960.8;4.9;6.0
DEM;20230421;959.7;6.9;0.1
DEM;20230422;959.9;9.4;0.0
DEM;20230423;958.5;12.6;1.6
DEM;20230424;960.6;8.9;0.5
DEM;20230425;962.7;7.0;2.9
DEM;20230426;965.3;10.7;0.0
DEM;20230427;965.5;14.6;0.1
DEM;20230428;964.0;14.1;6.3
DEM;20230429;964.9;16.2;0.0
DEM;20230430;965.4;12.8;0.2
DEM;20230501;965.0;11.6;23.0
DEM;20230502;970.1;13.2;0.0
DEM;20230503;970.0;12.9;0.0
DEM;20230504;967.1;15.7;0.0
DEM;20230505;967.0;15.5;0.6
DEM;20230506;965.3;16.9;0.0
DEM;20230507;966.3;13.9;13.1
DEM;20230508;969.4;14.9;1.3
DEM;20230509;963.8;14.7;9.8
DEM;20230510;964.0;12.3;3.0
DEM;20230511;963.4;11.6;2.7
DEM;20230512;962.5;12.8;0.3
DEM;20230513;964.9;11.6;1.7
DEM;20230514;963.7;12.9;4.6
DEM;20230515;962.6;12.7;1.3
DEM;20230516;964.9;9.0;8.0
DEM;20230517;969.6;10.7;0.0
DEM;20230518;968.9;11.1;0.0
DEM;20230519;967.2;12.7;0.0
DEM;20230520;963.4;13.5;0.0
DEM;20230521;961.5;18.0;1.0
DEM;20230522;963.3;18.4;0.0
DEM;20230523;966.1;17.6;0.0
DEM;20230524;967.6;12.2;0.0
DEM;20230525;969.0;15.5;0.0
DEM;20230526;970.8;18.0;0.0
DEM;20230527;968.2;17.8;0.0
DEM;20230528;964.8;17.6;0.0
DEM;20230529;965.1;17.2;0.0
DEM;20230530;966.7;17.5;0.0
DEM;20230531;965.8;17.8;0.0
DEM;20230601;965.4;19.1;0.0
DEM;20230602;963.9;19.2;0.0
DEM;20230603;964.0;18.8;0.0
DEM;20230604;965.1;18.2;0.0
DEM;20230605;965.0;18.8;0.0
DEM;20230606;965.1;18.5;0.0
DEM;20230607;964.8;19.5;0.0
DEM;20230608;962.6;18.2;0.1
DEM;20230609;960.7;21.4;0.0
DEM;20230610;961.9;23.0;0.0
DEM;20230611;962.8;22.5;0.0
DEM;20230612;961.8;20.0;0.0
DEM;20230613;959.2;18.6;0.0
DEM;20230614;962.1;18.5;0.0
DEM;20230615;965.6;19.7;0.0
DEM;20230616;966.5;19.7;0.0
DEM;20230617;964.7;20.8;0.0
DEM;20230618;962.8;20.7;0.0
DEM;20230619;963.5;24.4;0.2
DEM;20230620;963.4;23.6;13.2
DEM;20230621;966.9;21.0;3.1
DEM;20230622;965.9;19.6;13.9
DEM;20230623;973.2;19.9;2.6
DEM;20230624;971.8;19.9;0.0
DEM;20230625;967.0;21.7;0.0
DEM;20230626;968.3;21.4;0.0
DEM;20230627;969.4;18.3;0.0
DEM;20230628;967.4;18.4;0.0
DEM;20230629;964.0;22.0;0.0
DEM;20230630;963.3;16.8;16.6
DEM;20230701;961.7;18.4;0.6
DEM;20230702;964.0;18.9;0.0
DEM;20230703;965.4;19.3;0.0
DEM;20230704;964.8;19.6;2.3
DEM;20230705;965.8;17.7;5.8
DEM;20230706;967.0;19.7;0.0
DEM;20230707;967.1;22.2;0.0
DEM;20230708;968.9;21.4;18.4
DEM;20230709;969.4;24.1;0.0
DEM;20230710;970.7;24.0;3.2
DEM;20230711;964.6;25.7;4.6
DEM;20230712;964.7;21.4;1.3
DEM;20230713;968.1;20.4;0.0
DEM;20230714;964.4;21.0;0.0
DEM;20230715;961.4;23.7;2.1
DEM;20230716;967.8;19.7;0.5
DEM;20230717;970.3;21.6;0.0
DEM;20230718;967.2;21.8;2.4
DEM;20230719;965.0;24.2;0.0
DEM;20230720;963.9;21.5;0.0
DEM;20230721;962.8;19.0;0.2
DEM;20230722;965.7;19.8;0.0
DEM;20230723;963.2;20.9;0.3
DEM;20230724;958.5;18.3;10.2
DEM;20230725;958.6;16.9;9.3
DEM;20230726;965.8;15.1;2.6
DEM;20230727;962.1;19.0;0.0
DEM;20230728;961.9;19.4;1.5
DEM;20230729;962.7;19.0;5.2
DEM;20230730;966.4;18.9;0.0
DEM;20230731;964.2;19.5;0.0
DEM;20230801;958.2;16.7;6.7
DEM;20230802;953.4;21.3;1.6
DEM;20230803;958.6;19.6;0.2
DEM;20230804;963.3;15.3;11.3
DEM;20230805;963.7;17.6;0.0
DEM;20230806;964.4;12.1;6.2
DEM;20230807;969.5;12.7;1.4
DEM;20230808;967.8;15.7;0.0
DEM;20230809;967.9;17.5;0.0
DEM;20230810;969.4;19.9;0.0
DEM;20230811;970.6;22.3;0.0
DEM;20230812;968.7;22.4;0.4
DEM;20230813;967.5;21.7;8.8
DEM;20230814;965.4;23.4;0.1
DEM;20230815;967.0;23.6;0.0
DEM;20230816;967.1;23.5;0.0
DEM;20230817;966.1;22.8;0.0
DEM;20230818;964.9;23.8;0.0
DEM;20230819;967.5;25.2;0.0
DEM;20230820;970.3;26.3;0.0
DEM;20230821;970.9;26.3;0.0
DEM;20230822;969.1;27.6;0.0
DEM;20230823;968.5;26.0;0.0
DEM;20230824;964.7;23.9;40.7
DEM;20230825;962.9;20.3;2.6
DEM;20230826;963.2;16.6;15.1
DEM;20230827;961.6;14.8;6.0
DEM;20230828;960.6;12.9;6.3
DEM;20230829;961.1;12.8;11.0
DEM;20230830;960.2;15.6;0.0
DEM;20230831;964.4;16.0;0.7
DEM;20230901;965.9;18.7;0.0
DEM;20230902;969.3;18.8;0.0
DEM;20230903;974.0;18.9;0.0
DEM;20230904;971.1;19.7;0.0
DEM;20230905;968.5;19.1;0.0
DEM;20230906;968.4;18.6;0.0
DEM;20230907;968.0;20.3;0.0
DEM;20230908;967.7;20.8;0.0
DEM;20230909;967.4;20.9;0.0
DEM;20230910;967.4;20.8;0.0
DEM;20230911;964.4;20.8;0.0
DEM;20230912;963.4;21.5;3.8
DEM;20230913;967.6;17.7;7.5
DEM;20230914;969.3;17.8;0.0
DEM;20230915;965.5;17.8;0.0
DEM;20230916;964.3;17.0;0.0
DEM;20230917;963.5;19.3;0.2
DEM;20230918;962.2;16.9;10.6
DEM;20230919;966.0;16.6;0.0
DEM;20230920;961.8;16.1;0.0
DEM;20230921;953.8;17.3;4.4
DEM;20230922;956.9;13.9;3.1
DEM;20230923;967.8;11.4;0.0
DEM;20230924;972.9;10.4;0.0
DEM;20230925;971.6;10.9;0.0
DEM;20230926;970.8;12.4;0.0
DEM;20230927;969.2;13.6;0.0
DEM;20230928;968.9;15.6;0.0
DEM;20230929;971.6;16.7;0.0
DEM;20230930;974.8;15.8;0.0
DEM;20231001;974.3;13.5;0.0
DEM;20231002;971.5;13.6;0.0
DEM;20231003;971.9;14.3;0.1
DEM;20231004;976.9;11.1;0.0
DEM;20231005;975.4;10.0;0.0
DEM;20231006;975.2;10.2;0.0
DEM;20231007;976.0;10.0;0.0
DEM;20231008;975.4;12.8;0.0
DEM;20231009;972.9;14.4;0.0
DEM;20231010;971.6;12.9;0.0
DEM;20231011;969.6;12.9;0.0
DEM;20231012;968.5;13.2;0.0
DEM;20231013;964.6;18.0;0.0
DEM;20231014;965.7;13.3;8.2
DEM;20231015;970.1;7.8;0.6
DEM;20231016;966.8;5.1;0.0
DEM;20231017;963.2;6.4;0.0
DEM;20231018;955.2;9.4;1.1
DEM;20231019;944.9;13.7;4.1
DEM;20231020;935.3;13.3;3.2
DEM;20231021;950.9;10.6;0.0
DEM;20231022;961.0;9.1;0.0
DEM;20231023;959.4;8.4;3.4
DEM;20231024;956.2;10.1;16.3
DEM;20231025;950.9;12.3;0.0
DEM;20231026;947.9;11.4;11.8
DEM;20231027;949.1;10.1;6.1
DEM;20231028;952.7;12.9;0.0
DEM;20231029;951.9;16.1;0.0
DEM;20231030;952.3;9.3;4.6
DEM;20231031;958.1;8.8;1.0
DEM;20231101;956.4;6.7;0.1
DEM;20231102;941.3;7.4;11.3
DEM;20231103;942.4;4.9;0.0
DEM;20231104;938.5;6.4;6.2
DEM;20231105;942.1;9.3;5.7
DEM;20231106;958.9;7.3;4.4
DEM;20231107;965.6;2.9;0.2
DEM;20231108;966.5;3.4;0.0
DEM;20231109;958.3;6.2;0.4
DEM;20231110;954.2;6.5;5.7
DEM;20231111;958.9;3.4;2.4
DEM;20231112;958.0;5.0;13.2
DEM;20231113;961.7;12.8;1.6
DEM;20231114;963.1;9.4;26.6
DEM;20231115;969.9;7.2;1.3
DEM;20231116;961.9;6.1;1.1
DEM;20231117;970.5;4.5;4.5
DEM;20231118;972.6;4.4;2.3
DEM;20231119;967.3;10.6;5.4
DEM;20231120;964.5;8.0;0.2
DEM;20231121;963.6;6.9;3.8
DEM;20231122;973.2;3.0;2.8
DEM;20231123;974.5;4.0;0.0
DEM;20231124;963.4;4.9;1.9
DEM;20231125;963.7;1.3;1.8
DEM;20231126;966.1;0.5;0.4
DEM;20231127;954.3;1.6;4.6
DEM;20231128;952.2;1.8;7.7
DEM;20231129;955.8;-1.0;0.0
DEM;20231130;948.6;0.0;26.7
DEM;20231201;949.1;0.9;14.0

