Datum;Pegel [m];Abfluss [l/min]
25.01.2023;0.18;1272.657
26.01.2023;0.18;1237.394
27.01.2023;0.18;1238.176
28.01.2023;0.18;1240.076
29.01.2023;0.18;1231.625
30.01.2023;0.18;1219.193
31.01.2023;0.18;1206.15
01.02.2023;0.18;1208.948
02.02.2023;0.18;1209.582
03.02.2023;0.18;1240.125
04.02.2023;0.18;1222.773
05.02.2023;0.18;1235.539
06.02.2023;0.18;1203.066
07.02.2023;0.18;1183.413
08.02.2023;0.18;1179.066
09.02.2023;0.18;1180.608
10.02.2023;0.18;1187.76
11.02.2023;0.18;1226.449
12.02.2023;0.18;1171.49
13.02.2023;0.18;1138.811
14.02.2023;0.17;1153.094
15.02.2023;0.18;1186.088
16.02.2023;0.18;1154.01
17.02.2023;0.18;1163.305
18.02.2023;0.18;1168.584
19.02.2023;0.17;1114.568
20.02.2023;0.18;1135.606
21.02.2023;0.18;1100.393
22.02.2023;0.17;1106.454
23.02.2023;0.17;1100.156
24.02.2023;0.18;1093.879
25.02.2023;0.18;1086.331
26.02.2023;0.17;1149.272
27.02.2023;0.17;1105.011
28.02.2023;0.18;1071.924
01.03.2023;0.18;1065.458
02.03.2023;0.18;1077.795
03.03.2023;0.18;1095.697
04.03.2023;0.17;1089.627
05.03.2023;0.17;1052.63
06.03.2023;0.17;1094.373
07.03.2023;0.17;1053.697
08.03.2023;0.17;1044.325
09.03.2023;0.17;1060.87
10.03.2023;0.18;1072.129
11.03.2023;0.18;1063.681
12.03.2023;0.17;1079.258
13.03.2023;0.17;1084.342
14.03.2023;0.17;1103.796
15.03.2023;0.17;1090.267
16.03.2023;0.17;1097.673
17.03.2023;0.18;1087.071
18.03.2023;0.18;1091.838
19.03.2023;0.18;1071.307
20.03.2023;0.17;1076.001
21.03.2023;0.17;1058.033
22.03.2023;0.17;1114.076
23.03.2023;0.18;1065.661
24.03.2023;0.18;1061.527
25.03.2023;0.18;1113.129
26.03.2023;0.17;1082.262
27.03.2023;0.18;1107.216
28.03.2023;0.17;1110.734
29.03.2023;0.17;1122.702
30.03.2023;0.17;1119.847
31.03.2023;0.17;1104.267
01.04.2023;0.17;1121.165
02.04.2023;0.18;1143.128
03.04.2023;0.18;1127.313
04.04.2023;0.17;1149.826
05.04.2023;0.17;1132.111
06.04.2023;0.17;1144.011
07.04.2023;0.18;1173.281
08.04.2023;0.18;1146.084
09.04.2023;0.18;1185.032
10.04.2023;0.18;1124.372
11.04.2023;0.18;1167.979
12.04.2023;0.18;1156.333
13.04.2023;0.18;1134.128
14.04.2023;0.18;1157.52
15.04.2023;0.18;1160.403
16.04.2023;0.18;1142.463
17.04.2023;0.18;1124.331
18.04.2023;0.18;1132.949
19.04.2023;0.18;1193.04
20.04.2023;0.18;1180.431
21.04.2023;0.18;1167.284
22.04.2023;0.18;1143.077
23.04.2023;0.18;1157.94
24.04.2023;0.18;1125.501
25.04.2023;0.18;1156.793
26.04.2023;0.17;1150.445
27.04.2023;0.17;1134.521
28.04.2023;0.17;1123.604
29.04.2023;0.17;1127.146
30.04.2023;0.17;1112.7
01.05.2023;0.18;1209.672
02.05.2023;0.18;1225.264
03.05.2023;0.18;1214.447
04.05.2023;0.18;1207.657
05.05.2023;0.18;1192.837
06.05.2023;0.18;1204.121
07.05.2023;0.18;1198.911
08.05.2023;0.18;1213.85
09.05.2023;0.18;1205.038
10.05.2023;0.18;1224.504
11.05.2023;0.18;1219.192
12.05.2023;0.18;1240.671
13.05.2023;0.18;1205.38
14.05.2023;0.18;1212.06
15.05.2023;0.18;1225.285
16.05.2023;0.18;1206.657
17.05.2023;0.18;1203.652
18.05.2023;0.18;1221.248
19.05.2023;0.18;1206.096
20.05.2023;0.18;1184.563
21.05.2023;0.18;1163.055
22.05.2023;0.18;1169.924
23.05.2023;0.18;1184.428
24.05.2023;0.18;1169.708
25.05.2023;0.17;1156.638
26.05.2023;0.18;1164.295
27.05.2023;0.18;1152.536
28.05.2023;0.18;1159.392
29.05.2023;0.18;1156.717
30.05.2023;0.18;1154.535
31.05.2023;0.18;1163.102
01.06.2023;0.18;1142.14
02.06.2023;0.17;1127.208
03.06.2023;0.18;1123.1
04.06.2023;0.17;1143.069
05.06.2023;0.17;1121.477
06.06.2023;0.17;1120.241
07.06.2023;0.17;1109.607
08.06.2023;0.17;1108.457
09.06.2023;0.17;1117.657
10.06.2023;0.18;1127.163
11.06.2023;0.18;1103.49
12.06.2023;0.17;1095.854
13.06.2023;0.17;1094.833
14.06.2023;0.17;1084.969
15.06.2023;0.18;1078.521
16.06.2023;0.18;1115.542
17.06.2023;0.17;1100.813
18.06.2023;0.17;1094.51
19.06.2023;0.17;1067.448
20.06.2023;0.17;1073.114
21.06.2023;0.17;1075.083
22.06.2023;0.17;1089.599
23.06.2023;0.17;1108.213
24.06.2023;0.17;1121.564
25.06.2023;0.17;1086.229
26.06.2023;0.17;1070.427
27.06.2023;0.17;1063.656
28.06.2023;0.17;1076.896
29.06.2023;0.17;1058.087
30.06.2023;0.17;1105.77
01.07.2023;0.17;1069.163
02.07.2023;0.18;1057.732
03.07.2023;0.18;1026.986
04.07.2023;0.18;1034.407
05.07.2023;0.17;1076.468
06.07.2023;0.17;1041.444
07.07.2023;0.17;1024.578
08.07.2023;0.17;1042.167
09.07.2023;0.17;1025.74
10.07.2023;0.17;1060.25
11.07.2023;0.17;1032.256
12.07.2023;0.17;1034.104
13.07.2023;0.17;1028.936
14.07.2023;0.17;1020.881
15.07.2023;0.17;1005.417
16.07.2023;0.17;1016.323
17.07.2023;0.17;1019.302
18.07.2023;0.17;1001.552
19.07.2023;0.17;1007.51
20.07.2023;0.17;1001.813
21.07.2023;0.17;982.833
22.07.2023;0.17;1024.573
23.07.2023;0.17;1006.167
24.07.2023;0.17;1007.341
25.07.2023;0.17;1034.498
26.07.2023;0.18;1065.495
27.07.2023;0.17;1063.888
28.07.2023;0.17;1029.653
29.07.2023;0.18;1016.328
30.07.2023;0.17;993.605
31.07.2023;0.17;1062.249
01.08.2023;0.17;1001.891
02.08.2023;0.17;1007.602
03.08.2023;0.17;1001.872
04.08.2023;0.17;1014.857
05.08.2023;0.17;1046.589
06.08.2023;0.17;1033.603
07.08.2023;0.17;982.076
08.08.2023;0.17;1032.257
09.08.2023;0.17;952
10.08.2023;0.17;964.958
11.08.2023;0.17;946.021
12.08.2023;0.17;962.156
13.08.2023;0.17;1008.104
14.08.2023;0.17;936.302
15.08.2023;0.17;935.646
16.08.2023;0.17;945.5
17.08.2023;0.17;947.5
18.08.2023;0.17;930.969
19.08.2023;0.17;911.615
20.08.2023;0.17;911.25
21.08.2023;0.17;902.917
22.08.2023;0.17;901.979
23.08.2023;0.17;900.521
24.08.2023;0.17;922.115
25.08.2023;0.17;968.188
26.08.2023;0.17;952.375
27.08.2023;0.17;997.646
28.08.2023;0.17;1002.573
29.08.2023;0.17;1023.508
30.08.2023;0.17;997.451
31.08.2023;0.17;979.625
01.09.2023;0.17;973.542
02.09.2023;0.17;958.438
03.09.2023;0.17;948.729
04.09.2023;0.17;927.396
05.09.2023;0.17;940.073
06.09.2023;0.17;916.708
07.09.2023;0.17;904.115
08.09.2023;0.17;898.969
09.09.2023;0.17;907.51
10.09.2023;0.17;917.958
11.09.2023;0.17;905.104
12.09.2023;0.17;896.677
13.09.2023;0.17;885.438
14.09.2023;0.17;889.531
15.09.2023;0.17;874.573
16.09.2023;0.17;899.719
17.09.2023;0.17;898.719
18.09.2023;0.17;880.375
19.09.2023;0.17;875.542
20.09.2023;0.17;882.063
21.09.2023;0.17;884.323
22.09.2023;0.17;883.771
23.09.2023;0.17;862.406
24.09.2023;0.17;862.688
25.09.2023;0.17;857.594
26.09.2023;0.17;854.74
27.09.2023;0.17;876.583
28.09.2023;0.17;842.042
29.09.2023;0.17;851.052
30.09.2023;0.17;843.25
01.10.2023;0.17;858.406
02.10.2023;0.17;853.052
03.10.2023;0.17;896.469
04.10.2023;0.17;875.844
05.10.2023;0.17;821.396
06.10.2023;0.17;816.573
07.10.2023;0.17;816.552
08.10.2023;0.16;809.021
09.10.2023;0.17;823.5
10.10.2023;0.16;848.188
11.10.2023;0.17;796.313
12.10.2023;0.16;839.74
13.10.2023;0.17;794.698
14.10.2023;0.17;837.913
15.10.2023;0.17;831.17
16.10.2023;0.17;824.646
17.10.2023;0.17;840.635
18.10.2023;0.17;854.719
19.10.2023;0.17;797.862
20.10.2023;0.17;809.899
21.10.2023;0.16;811.885
22.10.2023;0.17;842.647
23.10.2023;0.17;866.166
24.10.2023;0.17;819.565
25.10.2023;0.17;855.404
26.10.2023;0.17;874.958
27.10.2023;0.17;912.469
28.10.2023;0.17;852.563
29.10.2023;0.17;851.844
30.10.2023;0.17;859.719
31.10.2023;0.17;868.363
01.11.2023;0.17;941.847
